udi,product_id,machine_type,factory_section,shift,air_temperature_K,process_temperature_K,temperature_difference,humidity_percent,rotational_speed_rpm,torque_Nm,pressure_bar,tool_wear_min,vibration_level,operational_hours,energy_consumption_kwh,maintenance_history,stress_score,machine_failure,failure_type
187,L47366,L,Production,Evening,298.1,308.3,10.199999999999989,47,1301,56.0,1.68,,34.0,54.35,52.06,Average,72.856,0,No Failure
188,L47367,L,Cooling,Morning,298.2,308.4,10.199999999999989,55,1379,43.1,1.7,,35.0,54.71,82.93,Average,59.4349,0,No Failure
189,L47368,L,Assembly,Night,298.3,308.5,10.199999999999989,66,1606,33.6,1.02,,36.0,55.06,117.17,Average,53.961600000000004,0,No Failure
190,M15049,M,Packaging,Night,298.3,308.4,10.099999999999966,31,1539,43.4,9.71,,37.0,55.42,81.6,Good,66.7926,0,No Failure
191,L47370,L,Testing,Morning,298.2,308.4,10.199999999999989,40,1477,49.9,1.05,,38.0,55.77,27.52,Good,73.70230000000001,0,No Failure
192,L47371,L,Assembly,Morning,298.2,308.4,10.199999999999989,84,1666,34.6,1.93,,39.0,56.13,144.51,Average,57.643600000000006,0,No Failure
193,H29606,H,Production,Evening,298.2,308.4,10.199999999999989,26,1398,51.8,3.83,,40.0,56.48,142.55,Good,72.4164,0,No Failure
194,H29607,H,Testing,Night,298.2,308.4,10.199999999999989,25,1678,34.6,8.27,,42.0,56.84,122.07,Average,58.058800000000005,0,No Failure
195,M15054,M,Packaging,Night,298.2,308.5,10.300000000000011,72,2678,10.7,9.66,,52.0,57.19,148.87,Average,28.6546,0,No Failure
196,L47375,L,Packaging,Morning,298.3,308.5,10.199999999999989,36,1453,42.9,8.11,,44.0,57.55,90.78,Average,62.3337,0,No Failure
197,H29610,H,Cooling,Night,298.3,308.6,10.300000000000011,61,1432,49.5,7.22,,52.0,57.9,145.16,Average,70.884,0,No Failure
198,M15057,M,Testing,Evening,298.4,308.6,10.200000000000045,56,1527,40.9,5.69,,44.0,58.25,29.83,Poor,62.454299999999996,0,No Failure
199,L47378,L,Cooling,Night,298.4,308.7,10.300000000000011,33,1588,35.0,1.78,,35.0,58.61,67.54,Average,55.58,0,No Failure
200,L47379,L,Assembly,Morning,298.4,308.6,10.200000000000045,43,1433,47.1,9.62,,36.0,58.96,49.3,Poor,67.49430000000001,0,No Failure
201,L47380,L,Testing,Morning,298.4,308.6,10.200000000000045,72,1609,35.0,7.83,,33.0,59.32,45.46,Average,56.315,0,No Failure
202,L47381,L,Assembly,Evening,298.3,308.5,10.199999999999989,27,1575,41.2,6.75,,23.0,59.67,38.3,Good,64.89,0,No Failure
203,M15062,M,Cooling,Evening,298.4,308.5,10.100000000000023,44,1636,35.7,7.83,,45.0,60.03,100.91,Good,58.40520000000001,0,No Failure
204,L47383,L,Testing,Night,298.4,308.5,10.100000000000023,48,1490,37.9,7.52,,55.0,60.38,121.57,Average,56.471,0,No Failure
205,L47384,L,Cooling,Night,298.4,308.5,10.100000000000023,78,1741,32.8,6.74,,45.0,60.74,95.18,Good,57.1048,0,No Failure
206,M15065,M,Testing,Morning,298.5,308.6,10.100000000000023,57,1344,53.0,9.83,,34.0,61.09,39.11,Good,71.232,0,No Failure
207,L47386,L,Cooling,Evening,298.5,308.7,10.199999999999989,48,1609,35.3,9.13,,34.0,61.45,125.45,Good,56.7977,0,No Failure
208,M15067,M,Packaging,Evening,298.4,308.7,10.300000000000011,60,1421,60.7,6.82,,23.0,61.8,102.67,Average,86.2547,0,No Failure
209,L47388,L,Cooling,Evening,298.4,308.6,10.200000000000045,62,1591,36.7,7.24,,42.0,62.15,70.46,Average,58.389700000000005,0,No Failure
210,L47389,L,Packaging,Night,298.4,308.6,10.200000000000045,49,1477,44.0,1.46,,54.0,62.51,107.64,Average,64.988,0,No Failure
211,L47390,L,Cooling,Evening,298.4,308.7,10.300000000000011,42,1523,36.1,7.03,,55.0,62.86,53.79,Average,54.9803,0,No Failure
212,L47391,L,Testing,Morning,298.5,308.7,10.199999999999989,78,1575,33.9,1.4,,54.0,63.22,64.87,Average,53.3925,0,No Failure
213,H29626,H,Testing,Morning,298.4,308.7,10.300000000000011,59,1344,52.9,6.29,,34.0,63.57,139.27,Good,71.09759999999999,0,No Failure
214,L47393,L,Testing,Night,298.4,308.7,10.300000000000011,85,1386,44.9,9.99,,33.0,63.93,57.77,Poor,62.2314,0,No Failure
215,M15074,M,Production,Night,298.3,308.6,10.300000000000011,65,1589,37.1,6.0,,23.0,64.28,81.1,Good,58.9519,0,No Failure
216,L47395,L,Assembly,Evening,298.3,308.6,10.300000000000011,57,1548,40.3,5.26,,24.0,64.64,135.72,Poor,62.38439999999999,0,No Failure
217,L47396,L,Testing,Night,298.3,308.6,10.300000000000011,57,1499,38.3,3.82,,36.0,64.99,112.0,Average,57.411699999999996,0,No Failure
218,L47397,L,Packaging,Morning,298.3,308.5,10.199999999999989,38,1664,31.6,2.08,,34.0,65.35,28.09,Good,52.5824,0,No Failure
219,L47398,L,Testing,Evening,298.3,308.6,10.300000000000011,45,1447,38.1,7.58,,35.0,65.7,39.15,Good,55.130700000000004,0,No Failure
220,M15079,M,Production,Morning,298.3,308.5,10.199999999999989,72,1434,46.2,2.73,,36.0,66.05,21.02,Good,66.2508,0,No Failure
221,L47400,L,Packaging,Evening,298.3,308.5,10.199999999999989,44,1416,52.7,2.04,,37.0,66.41,102.02,Good,74.6232,0,No Failure
222,H29635,H,Production,Night,298.4,308.5,10.100000000000023,32,1827,24.3,4.8,,38.0,66.76,78.2,Good,44.3961,0,No Failure
223,L47402,L,Packaging,Evening,298.4,308.6,10.200000000000045,31,1304,45.0,8.16,,39.0,67.12,37.46,Average,58.68,0,No Failure
224,L47403,L,Cooling,Evening,298.4,308.6,10.200000000000045,41,1569,34.4,7.71,,40.0,67.47,144.53,Average,53.9736,0,No Failure
225,L47404,L,Assembly,Morning,298.3,308.6,10.300000000000011,57,1584,29.3,1.49,,34.56129032,67.83,88.86,Average,46.4112,0,No Failure
226,L47405,L,Assembly,Morning,298.3,308.5,10.199999999999989,72,1362,53.8,5.1,,34.27983871,68.18,51.45,Poor,73.2756,0,No Failure
227,L47406,L,Production,Evening,298.3,308.4,10.099999999999966,83,1329,49.2,5.7,,33.9983871,68.54,85.08,Average,65.38680000000001,0,No Failure
228,L47407,L,Assembly,Night,298.3,308.5,10.199999999999989,46,1539,36.1,6.8,,33.71693548,68.89,108.35,Average,55.557900000000004,0,No Failure
229,M15088,M,Production,Night,298.3,308.5,10.199999999999989,54,1629,37.1,6.85,,33.43548387,69.25,29.91,Good,60.435900000000004,0,No Failure
230,L47409,L,Production,Morning,298.3,308.5,10.199999999999989,62,1538,32.2,4.28,,33.15403226,69.6,55.71,Average,49.52360000000001,0,No Failure
231,L47410,L,Production,Night,298.3,308.6,10.300000000000011,75,1570,34.8,6.05,,32.87258065,69.95,124.91,Good,54.635999999999996,0,No Failure
232,L47411,L,Assembly,Morning,298.3,308.4,10.099999999999966,78,1408,43.1,5.33,,32.59112903,70.31,79.76,Poor,60.6848,0,No Failure
233,L47412,L,Production,Night,298.2,308.4,10.199999999999989,32,1424,47.6,8.96,,32.30967742,70.66,91.06,Average,67.78240000000001,0,No Failure
234,L47413,L,Assembly,Evening,298.2,308.4,10.199999999999989,51,1512,34.9,5.77,,32.02822581,71.02,76.27,Average,52.7688,0,No Failure
235,L47414,L,Production,Morning,298.2,308.4,10.199999999999989,51,1478,42.9,4.97,,31.74677419,71.37,25.71,Good,63.4062,0,No Failure
236,M15095,M,Testing,Morning,298.1,308.3,10.199999999999989,45,1680,33.7,4.64,,31.46532258,71.73,41.55,Poor,56.61600000000001,0,No Failure
237,L47416,L,Production,Evening,298.1,308.3,10.199999999999989,54,1495,38.7,6.15,,31.18387097,72.08,77.92,Average,57.856500000000004,0,No Failure
238,M15097,M,Packaging,Morning,298.0,308.1,10.100000000000023,52,1552,36.6,8.24,,30.90241935,72.44,47.19,Good,56.803200000000004,0,No Failure
239,L47418,L,Production,Night,297.9,308.1,10.200000000000045,88,1393,50.3,5.85,,30.62096774,72.79,26.5,Good,70.0679,0,No Failure
240,L47419,L,Cooling,Night,298.0,308.2,10.199999999999989,85,1611,30.6,6.95,,30.33951613,73.15,129.67,Average,49.296600000000005,0,No Failure
241,M15100,M,Production,Morning,298.0,308.1,10.100000000000023,72,1339,51.6,7.64,,30.05806452,73.5,147.56,Good,69.09240000000001,0,No Failure
242,L47421,L,Packaging,Night,298.0,308.1,10.100000000000023,43,1777,24.3,5.68,,29.7766129,73.85,123.11,Poor,43.1811,0,No Failure
243,L47422,L,Packaging,Morning,298.0,308.2,10.199999999999989,28,1348,58.8,4.84,,29.49516129,74.21,130.99,Good,79.2624,0,No Failure
244,L47423,L,Assembly,Evening,298.0,308.2,10.199999999999989,59,1442,44.1,8.89,,29.21370968,74.56,51.46,Good,63.592200000000005,0,No Failure
245,M15104,M,Testing,Morning,298.0,308.2,10.199999999999989,88,1395,49.1,4.76,,28.93225806,74.92,144.88,Average,68.4945,0,No Failure
246,M15105,M,Production,Evening,297.9,308.1,10.200000000000045,73,1627,31.4,5.16,,28.65080645,75.27,45.6,Good,51.087799999999994,0,No Failure
247,L47426,L,Assembly,Night,297.9,308.1,10.200000000000045,41,1585,33.5,9.91,,28.36935484,75.63,143.69,Average,53.0975,0,No Failure
248,L47427,L,Testing,Evening,298.0,308.2,10.199999999999989,68,1469,45.5,1.0,,28.08790323,75.98,149.33,Good,66.8395,0,No Failure
249,L47428,L,Production,Night,298.0,308.3,10.300000000000011,54,1362,56.8,2.67,,27.80645161,76.34,112.52,Good,77.3616,0,No Failure
250,L47429,L,Cooling,Morning,298.0,308.3,10.300000000000011,70,1405,56.2,4.46,,27.525,76.69,147.55,Average,78.961,0,No Failure
251,L47430,L,Production,Night,298.0,308.3,10.300000000000011,30,1662,32.7,9.39,,27.24354839,77.05,94.04,Average,54.3474,0,No Failure
252,M15111,M,Packaging,Morning,298.0,308.2,10.199999999999989,61,1466,42.6,1.63,,26.96209677,77.4,53.74,Average,62.4516,0,No Failure
253,L47432,L,Packaging,Morning,298.0,308.2,10.199999999999989,48,1620,35.8,1.09,,26.68064516,77.75,76.81,Average,57.995999999999995,0,No Failure
254,L47433,L,Cooling,Evening,298.0,308.2,10.199999999999989,70,1357,48.2,1.47,,26.39919355,78.11,97.16,Average,65.4074,0,No Failure
255,L47434,L,Assembly,Evening,298.0,308.2,10.199999999999989,77,1514,37.9,1.8,,26.11774194,78.46,29.5,Good,57.3806,1,Overstrain Failure
256,L47435,L,Testing,Evening,298.0,308.2,10.199999999999989,84,1489,40.4,1.34,,25.83629032,78.82,100.9,Good,60.1556,1,Overstrain Failure
257,L47436,L,Production,Evening,298.1,308.3,10.199999999999989,87,1331,63.0,5.32,,25.55483871,79.17,147.55,Poor,83.853,0,No Failure
258,L47437,L,Packaging,Night,298.0,308.0,10.0,56,1615,29.5,6.23,,25.2733871,79.53,44.71,Average,47.6425,0,No Failure
259,L47438,L,Assembly,Night,298.1,308.2,10.099999999999966,57,1482,37.9,3.45,,24.99193548,79.88,123.04,Average,56.16779999999999,0,No Failure
260,M15119,M,Cooling,Night,298.1,308.2,10.099999999999966,42,1420,63.9,4.58,,24.71048387,80.24,138.03,Good,90.738,0,No Failure
261,M15120,M,Packaging,Morning,298.2,308.3,10.100000000000023,49,1522,49.1,1.83,,24.42903226,80.59,142.68,Good,74.7302,0,No Failure
262,L47441,L,Cooling,Night,298.1,308.2,10.099999999999966,78,1654,32.1,4.03,,24.14758065,80.95,144.82,Average,53.0934,0,No Failure
263,M15122,M,Production,Night,298.1,308.2,10.099999999999966,82,1736,26.8,5.7,,42.0,81.3,87.79,Poor,46.524800000000006,1,Power Failure
264,M15123,M,Testing,Night,298.0,308.1,10.100000000000023,70,1587,32.3,7.59,,52.0,81.65,147.05,Average,51.2601,0,No Failure
265,L47444,L,Packaging,Evening,298.1,308.2,10.099999999999966,48,1390,47.5,1.03,,44.0,82.01,118.45,Average,66.025,0,No Failure
266,L47445,L,Packaging,Night,298.0,308.1,10.100000000000023,56,1454,37.1,5.21,,52.0,82.36,41.02,Average,53.943400000000004,1,Tool Wear Failure
267,H29680,H,Production,Morning,298.0,308.1,10.100000000000023,71,1440,43.7,3.67,,44.0,82.72,82.0,Good,62.928000000000004,1,Tool Wear Failure
268,L47447,L,Assembly,Evening,297.9,308.0,10.100000000000023,47,1954,21.1,8.68,,35.0,83.07,113.38,Good,41.2294,1,Tool Wear Failure
269,H29682,H,Testing,Morning,297.9,308.0,10.100000000000023,51,1800,24.8,7.44,,36.0,83.43,52.15,Good,44.64,0,No Failure
270,L47449,L,Packaging,Night,298.0,308.0,10.0,26,1524,37.0,6.3,,33.0,83.78,103.28,Good,56.388,0,No Failure
271,H29684,H,Testing,Evening,298.0,308.0,10.0,41,1520,39.6,3.5,,23.0,84.14,106.66,Poor,60.192,0,No Failure
272,M15131,M,Packaging,Morning,298.1,308.1,10.0,57,1452,40.8,9.19,,45.0,84.49,41.15,Good,59.2416,0,No Failure
273,L47452,L,Testing,Night,298.1,308.1,10.0,33,1484,40.4,1.41,,55.0,84.85,93.46,Average,59.9536,0,No Failure
274,L47453,L,Cooling,Morning,298.1,308.0,9.899999999999977,67,1426,46.0,1.99,,45.0,85.2,120.31,Good,65.596,0,No Failure
275,L47454,L,Packaging,Morning,298.1,308.0,9.899999999999977,72,1652,28.5,4.52,,34.0,85.55,84.86,Good,47.082,0,No Failure
276,L47455,L,Testing,Morning,298.0,308.0,10.0,63,1401,54.7,2.12,,34.0,85.91,21.57,Good,76.6347,0,No Failure
277,M15136,M,Assembly,Night,298.0,307.9,9.899999999999977,66,1750,26.6,9.61,,23.0,86.26,21.18,Good,46.55,0,No Failure
278,H29691,H,Cooling,Night,298.0,308.0,10.0,50,1479,50.7,8.18,,42.0,86.62,66.41,Average,74.98530000000001,0,No Failure
279,M15138,M,Cooling,Morning,298.0,308.0,10.0,74,1620,29.4,3.33,,54.0,86.97,140.41,Good,47.628,0,No Failure
280,L47459,L,Assembly,Evening,298.0,308.1,10.100000000000023,49,1819,23.4,6.3,,55.0,87.33,49.73,Average,42.5646,0,No Failure
281,M15140,M,Testing,Evening,298.1,308.1,10.0,48,1456,43.7,9.84,,54.0,87.68,102.47,Good,63.6272,0,No Failure
282,L47461,L,Production,Night,298.1,308.0,9.899999999999977,37,1626,36.5,8.96,,34.0,88.04,48.87,Good,59.349,0,No Failure
283,M15142,M,Assembly,Night,298.1,308.1,10.0,84,1390,49.8,6.41,,33.0,88.39,61.82,Good,69.222,0,No Failure
284,L47463,L,Testing,Night,298.2,308.2,10.0,31,1469,43.0,9.13,,23.0,88.75,130.25,Average,63.167,0,No Failure
285,L47464,L,Assembly,Night,298.2,308.3,10.100000000000023,81,2051,19.2,9.9,,24.0,89.1,114.75,Average,39.3792,0,No Failure
286,L47465,L,Assembly,Night,298.2,308.3,10.100000000000023,60,1568,36.0,7.69,,36.0,89.45,32.4,Good,56.448,0,No Failure
287,L47466,L,Packaging,Evening,298.2,308.3,10.100000000000023,69,1589,33.2,1.58,,34.0,89.81,75.73,Good,52.7548,0,No Failure
288,L47467,L,Testing,Night,298.2,308.3,10.100000000000023,44,1805,31.6,4.61,,35.0,90.16,23.79,Average,57.038,0,No Failure
289,H29702,H,Production,Morning,298.2,308.4,10.199999999999989,89,1385,42.2,8.54,,36.0,90.52,82.52,Good,58.44700000000001,0,No Failure
290,L47469,L,Packaging,Morning,298.1,308.4,10.299999999999955,32,1436,46.7,3.08,,37.0,90.87,106.12,Good,67.0612,0,No Failure
291,L47470,L,Assembly,Evening,298.1,308.4,10.299999999999955,40,1438,45.6,8.48,,38.0,91.23,35.41,Average,65.5728,0,No Failure
292,L47471,L,Assembly,Morning,298.0,308.3,10.300000000000011,38,1473,42.6,2.08,,39.0,91.58,57.56,Average,62.7498,0,No Failure
293,L47472,L,Assembly,Evening,298.1,308.4,10.299999999999955,39,1335,40.2,1.42,,40.0,91.94,71.72,Good,53.66700000000001,0,No Failure
294,H29707,H,Testing,Evening,298.1,308.5,10.399999999999977,56,1392,44.8,4.46,,42.0,92.29,139.54,Poor,62.361599999999996,0,No Failure
295,M15154,M,Testing,Morning,298.1,308.5,10.399999999999977,87,1372,51.1,1.33,,52.0,92.65,149.12,Average,70.1092,0,No Failure
296,M15155,M,Packaging,Night,298.1,308.6,10.5,75,1716,30.7,9.62,,44.0,93.0,25.84,Good,52.6812,0,No Failure
297,L47476,L,Production,Morning,298.0,308.5,10.5,49,1395,46.2,8.44,,52.0,93.35,118.93,Average,64.44900000000001,0,No Failure
298,L47477,L,Packaging,Morning,298.0,308.5,10.5,82,1713,25.3,8.21,,44.0,93.71,68.32,Average,43.3389,0,No Failure
299,H29712,H,Cooling,Evening,297.9,308.5,10.600000000000023,87,2129,18.7,6.67,,35.0,94.06,71.02,Good,39.81229999999999,0,No Failure
300,M15159,M,Assembly,Morning,297.8,308.3,10.5,86,1567,35.6,2.95,,36.0,94.42,118.05,Good,55.7852,0,No Failure
301,L47480,L,Assembly,Evening,297.8,308.4,10.599999999999966,46,1622,38.3,5.66,,33.0,94.77,139.4,Good,62.1226,0,No Failure
302,L47481,L,Assembly,Night,297.7,308.4,10.699999999999989,82,1740,27.1,6.38,,23.0,95.13,143.62,Average,47.154,0,No Failure
303,H29716,H,Packaging,Night,297.8,308.4,10.599999999999966,82,1512,35.1,5.73,,45.0,95.48,95.03,Good,53.071200000000005,0,No Failure
304,M15163,M,Packaging,Night,297.8,308.4,10.599999999999966,73,1479,43.5,3.34,,55.0,95.84,66.43,Average,64.3365,0,No Failure
305,L47484,L,Assembly,Morning,297.8,308.4,10.599999999999966,76,1737,27.5,5.64,,45.0,96.19,122.38,Average,47.7675,0,No Failure
306,L47485,L,Packaging,Evening,297.8,308.4,10.599999999999966,66,2129,19.2,5.42,,34.0,96.55,52.63,Good,40.876799999999996,0,No Failure
307,L47486,L,Testing,Night,297.8,308.4,10.599999999999966,39,1374,47.1,9.97,,34.0,96.9,93.33,Average,64.7154,0,No Failure
308,M15167,M,Testing,Evening,297.8,308.4,10.599999999999966,78,1579,36.6,9.08,,23.0,97.25,66.62,Good,57.7914,0,No Failure
309,L47488,L,Packaging,Evening,297.9,308.5,10.600000000000023,84,1305,47.2,5.17,,42.0,97.61,105.36,Average,61.59600000000001,0,No Failure
310,M15169,M,Assembly,Night,297.9,308.5,10.600000000000023,32,1449,40.8,6.61,,54.0,97.96,51.25,Average,59.1192,0,No Failure
311,H29724,H,Packaging,Night,298.0,308.6,10.600000000000023,77,1526,41.8,7.73,,55.0,98.32,44.91,Good,63.78679999999999,0,No Failure
312,M15171,M,Packaging,Evening,298.0,308.6,10.600000000000023,84,1453,44.1,1.31,,54.0,98.67,139.37,Good,64.07730000000001,0,No Failure
313,L47492,L,Packaging,Night,297.9,308.6,10.700000000000045,29,1468,36.0,9.05,,34.0,99.03,33.23,Good,52.848,0,No Failure
314,L47493,L,Cooling,Evening,298.0,308.6,10.600000000000023,30,1313,50.8,8.74,,33.0,99.38,85.77,Good,66.70039999999999,0,No Failure
315,M15174,M,Testing,Evening,297.9,308.5,10.600000000000023,71,1300,53.0,5.12,,23.0,99.74,48.71,Good,68.9,0,No Failure
316,L47495,L,Production,Night,297.9,308.4,10.5,79,1646,40.6,4.52,,24.0,100.09,25.06,Good,66.8276,0,No Failure
317,L47496,L,Production,Morning,297.8,308.4,10.599999999999966,64,1714,33.2,3.46,,36.0,100.45,24.68,Poor,56.9048,0,No Failure
318,L47497,L,Cooling,Night,297.8,308.4,10.599999999999966,76,1685,28.4,5.29,,34.0,100.8,42.78,Good,47.854,0,No Failure
319,L47498,L,Packaging,Morning,297.8,308.4,10.599999999999966,40,1512,39.9,1.4,,35.0,101.15,132.68,Good,60.328799999999994,0,No Failure
320,L47499,L,Cooling,Evening,297.8,308.4,10.599999999999966,37,1612,32.1,8.67,,36.0,101.51,56.72,Average,51.745200000000004,0,No Failure
321,H29734,H,Cooling,Evening,297.8,308.4,10.599999999999966,54,1550,38.2,1.32,,37.0,101.86,143.56,Good,59.21000000000001,0,No Failure
322,L47501,L,Assembly,Morning,297.8,308.4,10.599999999999966,43,1518,32.5,3.96,,38.0,102.22,95.61,Poor,49.335,0,No Failure
323,L47502,L,Testing,Evening,297.8,308.5,10.699999999999989,41,1448,40.0,9.38,,39.0,102.57,76.76,Average,57.92,0,No Failure
324,L47503,L,Production,Morning,297.8,308.5,10.699999999999989,87,1561,46.3,7.62,,40.0,102.93,95.41,Average,72.27429999999998,0,No Failure
325,M15184,M,Packaging,Morning,297.8,308.5,10.699999999999989,43,1488,41.9,3.53,,42.0,103.28,87.17,Good,62.347199999999994,0,No Failure
326,L47505,L,Production,Evening,297.8,308.5,10.699999999999989,82,1699,27.8,3.27,,52.0,103.64,118.64,Good,47.232200000000006,0,No Failure
327,L47506,L,Production,Morning,297.7,308.5,10.800000000000011,79,1501,41.4,1.05,,44.0,103.99,56.72,Good,62.141400000000004,0,No Failure
328,L47507,L,Testing,Night,297.7,308.5,10.800000000000011,86,1373,56.7,7.26,,52.0,104.35,65.9,Average,77.8491,0,No Failure
329,H29742,H,Production,Night,297.6,308.4,10.799999999999955,47,1703,31.4,1.44,,44.0,104.7,136.23,Good,53.474199999999996,0,No Failure
330,H29743,H,Production,Evening,297.7,308.5,10.800000000000011,33,1720,29.9,5.79,,35.0,105.05,143.04,Good,51.428,0,No Failure
331,M15190,M,Cooling,Evening,297.6,308.4,10.799999999999955,36,1398,41.9,9.66,,36.0,105.41,136.03,Poor,58.5762,0,No Failure
332,M15191,M,Testing,Morning,297.6,308.4,10.799999999999955,25,1391,51.9,1.99,,33.0,105.76,74.53,Good,72.1929,0,No Failure
333,M15192,M,Assembly,Morning,297.6,308.3,10.699999999999989,82,1538,40.2,9.05,,23.0,106.12,121.45,Good,61.827600000000004,0,No Failure
334,L47513,L,Packaging,Morning,297.5,308.2,10.699999999999989,25,1647,31.3,9.92,,45.0,106.47,81.92,Good,51.5511,0,No Failure
335,M15194,M,Production,Morning,297.5,308.1,10.600000000000023,58,1469,44.8,1.55,,55.0,106.83,84.68,Poor,65.8112,0,No Failure
336,L47515,L,Packaging,Night,297.4,308.1,10.700000000000045,72,1749,25.9,8.95,,45.0,107.18,46.61,Good,45.299099999999996,0,No Failure
337,M15196,M,Assembly,Night,297.6,308.2,10.599999999999966,25,1995,20.5,5.64,,34.0,107.54,96.85,Average,40.8975,0,No Failure
338,L47517,L,Packaging,Evening,297.6,308.3,10.699999999999989,40,1742,27.7,9.16,,34.0,107.89,44.2,Average,48.2534,0,No Failure
339,L47518,L,Assembly,Morning,297.5,308.2,10.699999999999989,85,1563,38.2,6.14,,23.0,108.25,63.1,Good,59.70660000000001,0,No Failure
340,M15199,M,Cooling,Morning,297.5,308.2,10.699999999999989,88,1713,32.2,6.96,,42.0,108.6,131.15,Average,55.15860000000001,0,No Failure
341,L47520,L,Production,Evening,297.4,308.1,10.700000000000045,87,1474,39.4,5.89,,54.0,108.95,46.92,Good,58.0756,0,No Failure
342,M15201,M,Assembly,Morning,297.4,308.2,10.800000000000011,46,1530,32.6,8.78,,55.0,109.31,29.25,Good,49.878,0,No Failure
343,L47522,L,Packaging,Morning,297.4,308.2,10.800000000000011,50,1471,46.5,7.61,,54.0,109.66,28.97,Average,68.4015,0,No Failure
344,L47523,L,Production,Morning,297.5,308.3,10.800000000000011,40,1388,48.6,5.69,,34.0,110.02,142.3,Poor,67.4568,0,No Failure
345,M15204,M,Cooling,Morning,297.5,308.2,10.699999999999989,75,2448,13.8,8.81,,33.0,110.37,85.9,Average,33.7824,0,No Failure
346,L47525,L,Production,Morning,297.5,308.3,10.800000000000011,81,1585,32.9,3.21,,23.0,110.73,73.22,Average,52.1465,0,No Failure
347,M15206,M,Assembly,Evening,297.5,308.3,10.800000000000011,53,1459,45.2,2.42,,24.0,111.08,125.41,Good,65.9468,0,No Failure
348,L47527,L,Cooling,Morning,297.5,308.3,10.800000000000011,71,1544,40.8,2.44,,36.0,111.44,128.66,Good,62.9952,0,No Failure
349,L47528,L,Packaging,Evening,297.6,308.3,10.699999999999989,86,1617,31.7,4.01,,34.0,111.79,63.18,Good,51.258900000000004,1,Overstrain Failure
350,L47529,L,Cooling,Morning,297.6,308.3,10.699999999999989,40,1595,34.3,3.15,,35.0,112.15,110.17,Good,54.708499999999994,1,Overstrain Failure
351,H29764,H,Cooling,Night,297.6,308.3,10.699999999999989,72,1400,44.3,9.37,,36.0,112.5,120.25,Good,62.019999999999996,0,No Failure
352,M15211,M,Testing,Night,297.6,308.4,10.799999999999955,63,1611,31.0,1.95,,37.0,112.85,105.1,Good,49.941,0,No Failure
353,M15212,M,Cooling,Night,297.6,308.4,10.799999999999955,57,1507,46.0,7.29,,38.0,113.21,39.71,Good,69.322,0,No Failure
354,H29767,H,Cooling,Night,297.5,308.3,10.800000000000011,47,1674,30.0,2.7,,39.0,113.56,133.86,Good,50.22,0,No Failure
355,L47534,L,Production,Evening,297.6,308.3,10.699999999999989,34,1658,34.3,8.93,,40.0,113.92,90.08,Average,56.86939999999999,0,No Failure
